"Arrival/Departure","Port","ShipType","Flag","Ship_Name","Owners","Captain","Captain2","Year","Month","Day","Origin","DestinationDecl","Crew","Days Voyage","Itinerary","Arribada","Date_of_Depart_Origin","Source","Genral_notes","Cargo","Molasses","MolassesUnit","Sugar","SugarUnit","Flour","FlourUnites","Hides","HidesUnit","Coffee","CoffeeUnit","Coal","CoalUnit","VAR00007","VAR00008","VAR00009","VAR00010"
"Arrival","Boston","coaster",NA,"Julia",NA,"L[…]tting",NA,1803,8,8,"Portland","Boston",NA,NA,NA,NA,NA,"New-England Palladium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","Boston","coaster",NA,"Falmouth",NA,"Curtis",NA,1803,8,8,"Portland","Boston",NA,NA,NA,NA,NA,"New-England Palladium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Departure","Boston","ship",NA,"Tamerlane",NA,"Hnstings",NA,1803,8,8,"Boston","Surrinam",NA,NA,NA,NA,NA,"New-England Palladium","no specific date of departure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Departure","Boston","ship",NA,"Hampshire",NA,"Newell",NA,1803,8,8,"Boston","Sumatra and Batavia",NA,NA,NA,NA,NA,"New-England Palladium","no specific date of departure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Departure","Boston","brig",NA,"Hope",NA,"Hewes",NA,1803,8,8,"Boston","Jamaica",NA,NA,NA,NA,NA,"New-England Palladium","no specific date of departure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Departure","Boston","brig",NA,"Laurel",NA,"Brown",NA,1803,8,8,"Boston","Trinidad",NA,NA,NA,NA,NA,"New-England Palladium","no specific date of departure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Departure","Boston","schooner",NA,"Belifarius",NA,"Rice",NA,1803,8,8,"Boston","Guadaloupe",NA,NA,NA,NA,NA,"New-England Palladium","no specific date of departure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Departure","Boston","schooner",NA,"Eagle",NA,"Nickerson",NA,1803,8,8,"Boston","Shelburne",NA,NA,NA,NA,NA,"New-England Palladium","no specific date of departure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Departure","Boston","schooner",NA,"Adventure",NA,"Prost",NA,1803,8,8,"Boston","Cumberland",NA,NA,NA,NA,NA,"New-England Palladium","no specific date of departure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Departure","Boston","brig",NA,"Hope",NA,"Wardell",NA,1803,8,8,"Boston","Bourdeaux",NA,NA,NA,NA,NA,"New-England Palladium","no specific date of departure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Departure","Boston","schooner",NA,"Rover",NA,"Hayt",NA,1803,8,8,"Boston","West-Indies",NA,NA,NA,NA,NA,"New-England Palladium","no specific date of departure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Departure","Boston","brig",NA,"Montreal",NA,"Hayt",NA,1803,8,8,"Boston","Annapolis Royal",NA,NA,NA,NA,NA,"New-England Palladium","no specific date of departure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Departure","Boston","schooner",NA,"Joseph",NA,"Crowell",NA,1803,8,8,"Boston","Yarmouth",NA,NA,NA,NA,NA,"New-England Palladium","no specific date of departure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Departure","Boston","schooner",NA,"Speedwell",NA,"Amero",NA,1803,8,8,"Boston","Digby",NA,NA,NA,NA,NA,"New-England Palladium","no specific date of departure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Departure","Boston","schooner",NA,"Union",NA,"Crowell",NA,1803,8,8,"Boston","Halifax",NA,NA,NA,NA,NA,"New-England Palladium","no specific date of departure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","Marblehead",NA,NA,"Union",NA,"Stacey",NA,1803,8,4,"Bilboa","Marblehead",NA,45,NA,NA,NA,"New-England Palladium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","New York",NA,NA,"Alknomae",NA,"Gore",NA,1803,8,5,"St. Lucia","New York",NA,14,NA,NA,NA,"New-England Palladium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","New York",NA,NA,"Independence",NA,"Barber",NA,1803,8,5,"Curracoa","New York",NA,16,NA,NA,NA,"New-England Palladium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","New York",NA,NA,"Pomona",NA,"Myers",NA,1803,8,5,"Gibraltar","New York",NA,47,NA,NA,NA,"New-England Palladium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","New York",NA,NA,"Rainbow",NA,NA,NA,1803,8,5,"Windsor","New York",NA,20,NA,NA,NA,"New-England Palladium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Departure","New York","ship",NA,"Resolution",NA,"Cumming",NA,1803,8,4,"New York","Gibraltar",NA,NA,NA,NA,NA,"New-England Palladium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Departure","New York","brig",NA,"Sally Tracy",NA,"Crocker",NA,1803,8,4,"New York","Madeira",NA,NA,NA,NA,NA,"New-England Palladium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Departure","New York","brig",NA,"Eliza Adn",NA,"Hull",NA,1803,8,4,"New York","Barbadoes",NA,NA,NA,NA,NA,"New-England Palladium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Departure","New York","brig",NA,"Rocksand",NA,"King",NA,1803,8,4,"New York","Cape Francoise",NA,NA,NA,NA,NA,"New-England Palladium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Departure","New York","brig",NA,"Fame",NA,"Newbold",NA,1803,8,4,"New York","Barbadoes",NA,NA,NA,NA,NA,"New-England Palladium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Departure","New York","sloop",NA,"Black Bird",NA,"Patton",NA,1803,8,4,"New York","Bermuda",NA,NA,NA,NA,NA,"New-England Palladium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","Philadelphia",NA,NA,"Nancy",NA,"Furke",NA,1803,8,4,"St. Ubes","Philadelphia",NA,63,NA,NA,NA,"New-England Palladium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","Philadelphia",NA,NA,"Packet",NA,"Sawyer",NA,1803,8,4,"Liverpool","Philadelphia",NA,NA,"Portland",NA,NA,"New-England Palladium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","Philadelphia",NA,NA,"Industry",NA,"Squires",NA,1803,8,4,"Boston","Philadelphia",NA,16,NA,NA,NA,"New-England Palladium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Departure","Philadelphia",NA,NA,"Volunteer",NA,"Conn",NA,1803,8,4,"Philadelphia","Barbadoes",NA,NA,NA,NA,NA,"New-England Palladium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Departure","Philadelphia",NA,NA,"Armisade",NA,"Walters",NA,1803,8,4,"Philadelphia","Lisbon",NA,NA,NA,NA,NA,"New-England Palladium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Departure","Philadelphia",NA,NA,"Sally",NA,"Brown",NA,1803,8,4,"Philadelphia","St. Barts",NA,NA,NA,NA,NA,"New-England Palladium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Departure","Philadelphia",NA,NA,"John",NA,"Eorte",NA,1803,8,4,"Philadelphia","St. Barts",NA,NA,NA,NA,NA,"New-England Palladium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","Newbern",NA,NA,"Widowson",NA,"Daquid",NA,1803,7,22,"Jamaica","Newbern",NA,NA,NA,NA,NA,"New-England Palladium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","Newbern",NA,NA,"John Ellis",NA,"Wade",NA,1803,7,22,"Jamaica","Newbern",NA,NA,NA,NA,NA,"New-England Palladium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","Newbern",NA,NA,"Betsey Holland",NA,"Miner",NA,1803,7,22,"Jamaica","Newbern",NA,NA,NA,NA,NA,"New-England Palladium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Departure","Newbern",NA,NA,"John and George",NA,"Blueum",NA,1803,7,22,"Newbern","St. Thomas",NA,NA,NA,NA,NA,"New-England Palladium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","Wilmington",NA,NA,"Polly",NA,"Snell",NA,1803,8,3,"Newry","Wilmington","110 passengers",NA,NA,NA,NA,"New-England Palladium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","St. Ubes",NA,NA,"Success",NA,"Dagget",NA,1803,5,30,"Boston","St. Ubes",NA,NA,NA,NA,NA,"New-England Palladium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","Boston","schooner",NA,"Sarah",NA,"Swett",NA,1803,8,12,"Gibraltar","Boston",NA,46,NA,NA,NA,"New-England Palladium",NA,"wines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","Boston","ship",NA,"George & Harxiet",NA,"Allen",NA,1803,8,12,"Demerara","Boston",NA,35,NA,NA,NA,"New-England Palladium","via quarantine","rum; sugar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","Boston","schooner",NA,"Hope",NA,"Foster",NA,1803,8,13,"Glasgow","Boston",NA,50,NA,NA,NA,"New-England Palladium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","Boston","brig",NA,"Mary",NA,"Hopkins",NA,1803,8,13,"Dublin","Boston",NA,53,NA,NA,NA,"New-England Palladium",NA,"few cases goods",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","Boston","schooner",NA,"Washington",NA,"Lathrop",NA,1803,8,14,"Gottenburg","Boston",NA,67,NA,NA,NA,"New-England Palladium",NA,"iron",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","Boston","schooner",NA,"Patty",NA,"Brown",NA,1803,8,14,"Bonavista","Boston",NA,35,NA,NA,NA,"New-England Palladium","via quarantine","wine; salt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","Boston","schooner",NA,"Sally",NA,"Paddock",NA,1803,8,14,"Madeira","Boston",NA,30,"Teneriffe",NA,NA,"New-England Palladium","30 days from Teneriffe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","Boston","schooner",NA,"Betsey",NA,"Kelley",NA,1803,8,14,"Halifax","Boston",NA,12,NA,NA,NA,"New-England Palladium",NA,"pickled fish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","Boston","brig",NA,"Little Jane",NA,"Harris",NA,1803,8,15,"Havana","Boston",NA,25,NA,NA,NA,"New-England Palladium",NA,"molasses",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","Boston","brig",NA,"Success",NA,"Doggett",NA,1803,8,15,"St. Ubes","Boston",NA,6,NA,NA,NA,"New-England Palladium",NA,"between 3 and 400 hhds. salt, of a superior quality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","Boston","sloop",NA,"Sally",NA,"Myrick",NA,1803,8,15,"Nantucket","Boston",NA,NA,NA,NA,NA,"New-England Palladium",NA,"20 tons whale oil, in small casks; 100 boxes spermneeti candles",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","Boston","coaster",NA,"Charlotte",NA,"Loomis",NA,1803,8,15,"Alexandria","Boston",NA,NA,NA,NA,NA,"New-England Palladium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","Boston","schooner",NA,"Fortune",NA,"Dunlap",NA,1803,8,15,"Norfolk","Boston",NA,NA,NA,NA,NA,"New-England Palladium",NA,"150 blls. turpentine; 75 blls tar; 2 hhds. James River tobaco; 2 hhds. Brazil tobacco; few boxes olives",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","Boston","coaster",NA,"Oliver",NA,"Shailer",NA,1803,8,15,"Middletown","Boston",NA,NA,NA,NA,NA,"New-England Palladium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","Boston","coaster",NA,"Lydia",NA,"Purbeok",NA,1803,8,15,"Salem","Boston",NA,NA,NA,NA,NA,"New-England Palladium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","Boston","coaster",NA,"Nancy",NA,"Elwell",NA,1803,8,15,"Gloucester","Boston",NA,NA,NA,NA,NA,"New-England Palladium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","Boston","coaster",NA,"Dolphin",NA,"Allen",NA,1803,8,15,"Fairfield","Boston",NA,NA,NA,NA,NA,"New-England Palladium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","Boston","coaster",NA,"Olive",NA,"Gerrish",NA,1803,8,15,"York","Boston",NA,NA,NA,NA,NA,"New-England Palladium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","Boston","coaster",NA,"Ranger",NA,"Hallet",NA,1803,8,15,"Newport and Providence","Boston",NA,NA,NA,NA,NA,"New-England Palladium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","Boston","coaster",NA,"May Flower",NA,"Bulkley",NA,1803,8,15,"Georgetown","Boston",NA,NA,NA,NA,NA,"New-England Palladium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","Boston","coaster",NA,"Polly",NA,"Crosby",NA,1803,8,15,"Norfolk","Boston",NA,NA,NA,NA,NA,"New-England Palladium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Departure","Boston","brig",NA,"Atlantic",NA,"Bartlett",NA,1803,8,15,"Boston","West-Indies",NA,NA,NA,NA,NA,"New-England Palladium","no specific date of departure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Departure","Boston","brig",NA,"Fame",NA,"Avery",NA,1803,8,15,"Boston","New Orleans",NA,NA,NA,NA,NA,"New-England Palladium","no specific date of departure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Departure","Boston","brig",NA,"Pacific",NA,"Nash",NA,1803,8,15,"Boston","West-Indies",NA,NA,NA,NA,NA,"New-England Palladium","no specific date of departure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Departure","Boston","schooner",NA,"Sally",NA,"Jackson",NA,1803,8,15,"Boston","St. Johns",NA,NA,NA,NA,NA,"New-England Palladium","no specific date of departure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Departure","Boston","brig",NA,"Ranger",NA,"Wilson",NA,1803,8,15,"Boston","Liverpool",NA,NA,NA,NA,NA,"New-England Palladium","no specific date of departure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","Salem",NA,NA,"Unicorn",NA,"Babbidge",NA,1803,8,15,"Havana","Salem",NA,17,NA,NA,NA,"New-England Palladium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","Plymouth",NA,NA,"Esther Bradford",NA,NA,NA,1803,8,13,"Hazard","Plymouth",NA,NA,NA,NA,NA,"New-England Palladium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","Plymouth",NA,NA,"Patty",NA,NA,NA,1803,8,13,"Figuira","Plymouth",NA,30,NA,NA,NA,"New-England Palladium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","Gloucester","sloop",NA,"Yarico",NA,"Bates",NA,1803,8,13,"Jamaica","Gloucester",NA,NA,NA,NA,NA,"New-England Palladium",NA,"7 hhds. high forth proof Jamaica rum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","New Bedford",NA,NA,"Hannah and Eliza",NA,"Gardner",NA,1803,8,12,"Pacific Ocean","New Bedford",NA,110,"coast of Chili",NA,NA,"New-England Palladium","110 days from the coast of Chili",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Departure","Kennebeck",NA,NA,"Polly",NA,"Towne",NA,1803,8,11,"Kennebeck","Barbadoes",NA,NA,NA,NA,NA,"New-England Palladium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Departure","Kennebeck",NA,NA,"Bellona",NA,"Chase",NA,1803,8,11,"Kennebeck","Barbadoes",NA,NA,NA,NA,NA,"New-England Palladium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","Charleston",NA,NA,"Aurora",NA,NA,NA,1803,7,29,"Kingston","Charleston",NA,NA,NA,NA,NA,"New-England Palladium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","Charleston",NA,NA,"Minerva",NA,NA,NA,1803,7,29,"St. Thomas","Charleston",NA,NA,NA,NA,NA,"New-England Palladium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Departure","Charleston",NA,NA,"Minerva",NA,NA,NA,1803,7,29,"Charleston","Malaga",NA,NA,NA,NA,NA,"New-England Palladium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","Philadelphia",NA,NA,"Olive Branch",NA,NA,NA,1803,8,11,"St. Sebastians","Philadelphia",NA,70,NA,NA,NA,"New-England Palladium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","Philadelphia",NA,NA,"Isabella",NA,NA,NA,1803,8,11,"St. Croix","Philadelphia",NA,NA,NA,NA,NA,"New-England Palladium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","Philadelphia",NA,NA,"Matilda",NA,NA,NA,1803,8,11,"Talbot","Philadelphia",NA,NA,NA,NA,NA,"New-England Palladium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","Boston","brig",NA,"Eunice",NA,"Bowland",NA,1803,8,16,"Martinico","Boston",NA,25,NA,NA,NA,"New-England Palladium","released from quaratine","molasses",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","Boston","schooner",NA,"Mary",NA,"Perry",NA,1803,8,16,"Windsor","Boston",NA,10,NA,NA,NA,"New-England Palladium",NA,"plaister",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","Boston","brig",NA,"Amelia",NA,"Deblois",NA,1803,8,17,"Bourdeaux","Boston",NA,46,NA,NA,NA,"New-England Palladium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","Boston","brig",NA,"Jane",NA,"Duckendorf",NA,1803,8,18,"Liverpool","Boston",NA,60,NA,NA,NA,"New-England Palladium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","Boston","ship",NA,"Franklin",NA,"Bowles",NA,1803,8,18,"Isle of May","Boston",NA,37,NA,NA,NA,"New-England Palladium",NA,"salt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","Boston","brig",NA,"L' Union",NA,"Ganachaud",NA,1803,8,18,"Port au Prince","Boston",NA,14,NA,NA,NA,"New-England Palladium",NA,"coffee; cotton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","Boston","schooner",NA,"William",NA,"Pillsbury",NA,1803,8,18,"Guadaloupe","Boston",NA,25,NA,NA,NA,"New-England Palladium",NA,"molasses",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Departure","Boston","ship",NA,"Herald",NA,"Sils[…]ee",NA,1803,8,18,"Boston","Batavia",NA,NA,NA,NA,NA,"New-England Palladium","no specific date of departure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Departure","Boston","brig",NA,"Eliza",NA,"Seward",NA,1803,8,18,"Boston","Amsterdam",NA,NA,NA,NA,NA,"New-England Palladium","no specific date of departure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Departure","Boston","schooner",NA,"Success",NA,"Ross",NA,1803,8,18,"Boston","St. Johns",NA,NA,NA,NA,NA,"New-England Palladium","no specific date of departure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","New London",NA,NA,"Polly",NA,"Webb",NA,1803,8,16,"Liverpool","New London",NA,87,NA,NA,NA,"New-England Palladium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","New London",NA,NA,"Polly",NA,"Collins",NA,1803,8,16,"Isle of May","New London",NA,NA,NA,NA,NA,"New-England Palladium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","New London",NA,NA,"Fortune",NA,"Billings",NA,1803,8,16,"Demerara","New London",NA,25,NA,NA,NA,"New-England Palladium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","New London",NA,NA,"Flower",NA,NA,NA,1803,8,16,"Demerara","New London",NA,NA,NA,NA,NA,"New-England Palladium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","Philadelphia",NA,NA,"Prosperity",NA,NA,NA,1803,8,15,"Isle of May","Philadelphia",NA,30,NA,NA,NA,"New-England Palladium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","Philadelphia",NA,NA,"James",NA,NA,NA,1803,8,15,"Isle of May","Philadelphia",NA,NA,NA,NA,NA,"New-England Palladium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","Philadelphia",NA,NA,"Liberty",NA,NA,NA,1803,8,15,"Russia","Philadelphia",NA,83,NA,NA,NA,"New-England Palladium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","Philadelphia",NA,NA,"Harriet",NA,NA,NA,1803,8,15,"Bourdeaux","Philadelphia",NA,60,NA,NA,NA,"New-England Palladium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","Philadelphia",NA,NA,"Minerva",NA,NA,NA,1803,8,15,"Bourdeaux","Philadelphia",NA,48,NA,NA,NA,"New-England Palladium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","Philadelphia",NA,NA,"Sally",NA,NA,NA,1803,8,15,"Spain","Philadelphia",NA,65,NA,NA,NA,"New-England Palladium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","Philadelphia",NA,NA,"Mason's Daughter",NA,NA,NA,1803,8,15,"Boston","Philadelphia",NA,14,NA,NA,NA,"New-England Palladium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","Philadelphia",NA,NA,"Strafford",NA,NA,NA,1803,8,15,"Londonderry","Philadelphia",NA,NA,NA,NA,NA,"New-England Palladium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","Charleston",NA,NA,"Sally",NA,"Webber",NA,1803,8,6,"Liverpool","Charleston",NA,NA,NA,NA,NA,"New-England Palladium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","Charleston",NA,NA,"Delight",NA,NA,NA,1803,8,6,"Havana","Charleston",NA,NA,NA,NA,NA,"New-England Palladium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Departure","Charleston",NA,NA,"Susannah",NA,"Walker",NA,1803,8,6,"Charleston","Liverpool",NA,NA,NA,NA,NA,"New-England Palladium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
