"Arrival/Departure","Port","ShipType","Flag","Ship_Name","Owners","Captain","Captain2","Year","Month","Day","Origin","DestinationDecl","Crew","Days Voyage","Itinerary","Arribada","Date_of_Depart_Origin","Source","Genral_notes","Cargo","Molasses","MolassesUnit","Sugar","SugarUnit","Flour","FlourUnites","Hides","HidesUnit","Coffee","CoffeeUnit","Coal","CoalUnit","VAR00007","VAR00008","VAR00009","VAR00010"
"Departure","Boston","ship",NA,"Mary, alies Somernelas",NA,"Farnadas",NA,1803,3,31,"Boston","Havana",NA,NA,NA,NA,NA,"New-England Palladium","no specific date of departure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","New York",NA,NA,"Logan",NA,NA,NA,1803,3,24,"Liverpool","New York",NA,48,NA,NA,NA,"New-England Palladium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","New York",NA,NA,"Patience",NA,NA,NA,1803,3,23,"Kingston","New York",NA,24,NA,NA,NA,"New-England Palladium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Departure","Baltimore",NA,NA,"Hero",NA,"Braton",NA,1803,3,23,"Baltimore","Boston",NA,NA,NA,NA,NA,"New-England Palladium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","Alexandria",NA,NA,"Harmony",NA,NA,NA,1803,3,21,"Boston","Alexandria",NA,NA,NA,NA,NA,"New-England Palladium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Departure","Alexandria",NA,NA,"Harriot",NA,NA,NA,1803,3,21,"Alexandria","Barbadoes",NA,NA,"Jamaica, Preli[…]dent, Barbadoes",NA,NA,"New-England Palladium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Departure","Alexandria",NA,NA,"Caroline",NA,NA,NA,1803,3,21,"Alexandria","Boston",NA,NA,NA,NA,NA,"New-England Palladium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","Kingston",NA,NA,"Success",NA,NA,NA,1803,2,19,"Boston","Kingston",NA,NA,NA,NA,NA,"New-England Palladium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","Milford Haven",NA,NA,"Ann of Nantucket",NA,NA,NA,1803,1,25,"Pacific Ocean","Milford Haven",NA,NA,NA,NA,NA,"New-England Palladium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","Boston","brig",NA,"Alert",NA,"Fisher",NA,1803,4,1,"Mediterranean","Boston",NA,31,NA,NA,NA,"New-England Palladium",NA,"7 cases dark brown, olive, slate coloured, changeable, striped and black lutestrings; 1 case Italian crapes; 3 cases black and coloured sewing silks",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","Boston","ship",NA,"Columbine",NA,"Bruce",NA,1803,4,1,"Liverpool","Boston",NA,27,NA,NA,NA,"New-England Palladium",NA,"100 crates of earthen ware; 12 hhds. glass ware; 900 hhds. coarse salt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","Boston","schooner",NA,"Deborah",NA,"Holland",NA,1803,4,1,"Tercera","Boston",NA,24,NA,NA,NA,"New-England Palladium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","Boston","schooner",NA,"Enterprize",NA,"Parsons",NA,1803,4,1,"Demerara","Boston",NA,37,NA,NA,NA,"New-England Palladium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","Boston","ship",NA,"Amethyst",NA,"Bewers",NA,1803,4,2,"Canton","Boston",NA,128,NA,NA,NA,"New-England Palladium",NA,"Bohea tea, in whole, half and quarter chests; gunpowder tea in canisters; hyson tea in canisters; chests young hyson tea; an assortment of fans; table and floor matts; rattan chair bottoms; laquered ware; paintings; silk velvets, striped and plain; silk handkerchiefs; rhubarb; dessert plates two sizes, dishes plates all sizes; dining setts, tea and coffee setts; tea and coffee cups and saucers plain white gilt edges; white nankins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","Boston","ship",NA,"Ocean",NA,"Dicks",NA,1803,4,2,"Savannah","Boston",NA,12,NA,NA,NA,"New-England Palladium",NA,"70 hhds. Guadaloupe clayed sugar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","Boston","schooner",NA,"Sally",NA,"Edes",NA,1803,4,3,"Nantz","Boston",NA,28,NA,NA,NA,"New-England Palladium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","Boudeaux","brig",NA,"Sally",NA,"Ingersol",NA,1803,4,3,"Boston","Boudeaux",NA,NA,NA,NA,NA,"New-England Palladium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","Boston","brig",NA,"Industry",NA,"Smith",NA,1803,4,3,"Guadaloupe","Boston",NA,21,NA,NA,NA,"New-England Palladium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","Boston","coaster",NA,"Two Brothers",NA,"Manning",NA,1803,4,3,"Georgetown","Boston",NA,NA,NA,NA,NA,"New-England Palladium","no specific date of arrival",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","Boston","coaster",NA,"Hero",NA,"Brayton",NA,1803,4,3,"Baltimore","Boston",NA,NA,NA,NA,NA,"New-England Palladium","no specific date of arrival",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","Boston","coaster",NA,"Patty",NA,"Knowlton",NA,1803,4,3,"Salem","Boston",NA,NA,NA,NA,NA,"New-England Palladium","no specific date of arrival",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","Boston","coaster",NA,"Isabella",NA,"Pitts",NA,1803,4,3,"Philadelphia","Boston",NA,NA,NA,NA,NA,"New-England Palladium","no specific date of arrival",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","Boston","coaster",NA,"Hermoine",NA,"Rider",NA,1803,4,3,"Tappahannock","Boston",NA,NA,NA,NA,NA,"New-England Palladium","no specific date of arrival",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","Boston","coaster",NA,"Betsey",NA,"Morton",NA,1803,4,3,"Plymouth","Boston",NA,NA,NA,NA,NA,"New-England Palladium","no specific date of arrival",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","Boston","coaster",NA,"Nancy",NA,"Pratt",NA,1803,4,3,"East River","Boston",NA,NA,NA,NA,NA,"New-England Palladium","no specific date of arrival",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","Boston","coaster",NA,"Almira",NA,"Mann",NA,1803,4,3,"Edenton","Boston",NA,NA,NA,NA,NA,"New-England Palladium","no specific date of arrival",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Departure","Boston","ship",NA,"Mary",NA,"Fanadas",NA,1803,4,3,"Boston","Havana",NA,NA,NA,NA,NA,"New-England Palladium","no specific date of departure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Departure","Boston","brig",NA,"Dolphin",NA,"Truant",NA,1803,4,3,"Boston","Surrinam",NA,NA,NA,NA,NA,"New-England Palladium","no specific date of departure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Departure","Boston",NA,NA,"Ann and Betsey",NA,"Quinton",NA,1803,4,3,"Boston","Jamaica",NA,NA,NA,NA,NA,"New-England Palladium","no specific date of departure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Departure","Boston",NA,NA,"Hannah",NA,"Lambert",NA,1803,4,3,"Boston","Liverpool",NA,NA,NA,NA,NA,"New-England Palladium","no specific date of departure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Departure","Boston","schooner",NA,"Mary",NA,"Huxford",NA,1803,4,3,"Boston","Halifax",NA,NA,NA,NA,NA,"New-England Palladium","no specific date of departure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Departure","Boston","schooner",NA,"Romeo",NA,"Payne",NA,1803,4,3,"Boston","West-Indies",NA,NA,NA,NA,NA,"New-England Palladium","no specific date of departure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Departure","Boston","schooner",NA,"Aurora",NA,"Pease",NA,1803,4,3,"Boston","Barbadoes",NA,NA,NA,NA,NA,"New-England Palladium","no specific date of departure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Departure","Boston","schooner",NA,"Nancy",NA,"Goddard",NA,1803,4,3,"Boston","West-Indies",NA,NA,NA,NA,NA,"New-England Palladium","no specific date of departure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","Philadelphia","sloop",NA,"Jane",NA,"York",NA,1803,3,29,"St. Andrews","Philadelphia",NA,15,NA,NA,NA,"New-England Palladium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","New York","ship",NA,"Catharine Ray",NA,NA,NA,1803,3,30,"St. Croix","New York",NA,91,NA,NA,NA,"New-England Palladium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","Salem",NA,NA,"Two Brothers",NA,NA,NA,1803,4,4,"Isle of France","Salem",NA,105,NA,NA,NA,"New-England Palladium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","Salem",NA,NA,"Theoda",NA,NA,NA,1803,4,4,"Alicant","Salem",NA,66,NA,NA,NA,"New-England Palladium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","Salem",NA,NA,"Union",NA,NA,NA,1803,4,4,"Canton","Salem",NA,NA,NA,NA,NA,"New-England Palladium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","Marblehead",NA,NA,"Hannah",NA,NA,NA,1803,4,1,"Trinidad","Marblehead",NA,29,NA,NA,NA,"New-England Palladium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","Liverpool",NA,NA,"Brutus",NA,NA,NA,1803,3,3,"Boston","Liverpool",NA,NA,NA,NA,NA,"New-England Palladium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","Liverpool",NA,NA,"John Jones",NA,NA,NA,1803,3,3,"North Carolina","Liverpool",NA,NA,NA,NA,NA,"New-England Palladium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","Liverpool",NA,NA,"Volant",NA,NA,NA,1803,3,3,"Charleston","Liverpool",NA,NA,NA,NA,NA,"New-England Palladium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","Liverpool",NA,NA,"Ch. Carter",NA,NA,NA,1803,3,3,"Savannah","Liverpool",NA,NA,NA,NA,NA,"New-England Palladium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","Liverpool",NA,NA,"Thomas",NA,NA,NA,1803,3,3,"Charleston","Liverpool",NA,NA,NA,NA,NA,"New-England Palladium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","Liverpool",NA,NA,"Baltimore",NA,NA,NA,1803,3,3,"Baltimore","Liverpool",NA,NA,NA,NA,NA,"New-England Palladium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","Liverpool",NA,NA,"Rebecca",NA,NA,NA,1803,3,3,"Baltimore","Liverpool",NA,NA,NA,NA,NA,"New-England Palladium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","Liverpool",NA,NA,"Jacob",NA,NA,NA,1803,3,3,"Philadelphia","Liverpool",NA,NA,NA,NA,NA,"New-England Palladium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","Boston","brig",NA,"Dove",NA,"Atkins",NA,1803,4,5,"Havana","Boston",NA,17,NA,NA,NA,"New-England Palladium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","Boston",NA,NA,"Ceres",NA,"Seseur",NA,1803,4,5,"Gibraltar","Boston",NA,42,NA,NA,NA,"New-England Palladium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","Boston","ship",NA,"Fame",NA,"Clark",NA,1803,4,5,"Liverpool","Boston",NA,41,NA,NA,NA,"New-England Palladium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","Boston","brig",NA,"Humbird",NA,"Kmsman",NA,1803,4,5,"Cadiz","Boston",NA,41,NA,NA,NA,"New-England Palladium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","Boston","ship",NA,"Stephen",NA,"Douglas",NA,1803,4,5,"Liverpool","Boston",NA,56,NA,NA,NA,"New-England Palladium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","Boston","ship",NA,"Packet",NA,"Trott",NA,1803,4,5,"Liverpool","Boston",NA,28,NA,NA,NA,"New-England Palladium",NA,"100 casks of 6, 8, 10 and 20d nails; 40 casks white lead; 10 casks red lead; 44 casks patent shot; 10 casks Spanish brown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","Boston","schooner",NA,"Prosperity",NA,"Kelly",NA,1803,4,6,"Windsor","Boston",NA,4,NA,NA,NA,"New-England Palladium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Departure","Boston","ship",NA,"Washington",NA,"Lewis",NA,1803,4,6,"Boston","Amsterdam",NA,NA,NA,NA,NA,"New-England Palladium","no specific date of departure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","Boston","schooner",NA,"Four Brothers",NA,"Rice",NA,1803,4,8,"Guadaloupe","Boston",NA,24,NA,NA,NA,"New-England Palladium",NA,"37 hhds. first quality retailing sugars; 50 bbls. first quality retailing sugars; 13 hhds. second quality retailing sugars",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","Boston","brig",NA,"Unicorn",NA,"Miller",NA,1803,4,10,"Guadaloupe","Boston",NA,29,"Portland",NA,NA,"New-England Palladium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","Boston","ship",NA,"John Adams",NA,"Wood",NA,1803,4,10,"Liverpool","Boston",NA,29,NA,NA,NA,"New-England Palladium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","Boston","ship",NA,"Venelia",NA,"Glover",NA,1803,4,11,"Dublin","Boston",NA,34,NA,NA,NA,"New-England Palladium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","Boston","brig",NA,"Little Jane",NA,"Harris",NA,1803,4,11,"Madeira","Tercera",NA,NA,NA,NA,"02/26/1803","New-England Palladium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","Boston","sloop",NA,"Boston",NA,"Terry",NA,1803,4,11,"Buenos Ayres","Boston",NA,95,NA,NA,NA,"New-England Palladium",NA,"4000 horse hides, in packages of 40 and 100 each; 3 bales otter skins, containing 50 dozen each; 6000 horn tips (1560 ox horns)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","Boston",NA,NA,"Snow Lion",NA,"Norton",NA,1803,4,11,"Havana","Boston",NA,21,NA,NA,NA,"New-England Palladium",NA,"molasses; a few boxes sugar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","Boston","schooner",NA,"Abigail",NA,"Foster",NA,1803,4,11,"South-America","Boston",NA,30,NA,NA,NA,"New-England Palladium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","Salem","ship",NA,"Margaret",NA,"Cleaveland",NA,1803,4,9,"Barcelona","New York",NA,35,"Gibraltar",NA,NA,"New-England Palladium","27 days from Gibraltar, sailed again immediately for New York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","Charleston",NA,NA,"Sparrow",NA,NA,NA,1803,3,18,"Antigua","Charleston",NA,13,NA,NA,NA,"New-England Palladium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","Charleston",NA,NA,"Hannah",NA,"Bartlet",NA,1803,3,18,"Cape Francoise","Charleston",NA,7,NA,NA,NA,"New-England Palladium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","Charleston",NA,NA,"Hercules",NA,NA,NA,1803,3,18,"Cartagena","Charleston",NA,60,NA,NA,NA,"New-England Palladium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","Jamaica",NA,NA,"Venns",NA,NA,NA,1803,3,5,"Kennebeck","Jamaica",NA,NA,NA,NA,NA,"New-England Palladium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","Boston",NA,NA,"Mary",NA,"Glasier",NA,1803,4,12,"Trinidad","Boston",NA,30,NA,NA,NA,"New-England Palladium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","Boston",NA,NA,"Aligator",NA,"Voax",NA,1803,4,12,"Nantz","Boston",NA,30,NA,NA,NA,"New-England Palladium",NA,"50 butts old cogniac brandy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","Boston",NA,NA,"Eunice",NA,"Story",NA,1803,4,12,"Guadaloupe","Boston",NA,30,NA,NA,NA,"New-England Palladium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","Boston","schooner",NA,"Fanny",NA,"Hilton",NA,1803,4,12,"Yarmouth","Boston",NA,8,NA,NA,NA,"New-England Palladium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","Boston","sloop",NA,"Criterion",NA,"Drinkwater",NA,1803,4,12,"Wilmington","Boston",NA,NA,NA,NA,NA,"New-England Palladium",NA,"60 bales Carolina cotton of a superior quality; 23 hhds. of Grenada rum; 180 bbls tar; 1 hhd. retailing sugar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","Boston","brig",NA,"George Washington",NA,"Keese",NA,1803,4,12,"Martinique","Boston",NA,30,"St.Thomas",NA,NA,"New-England Palladium","24 days from St. Thomas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","Boston","schooner",NA,"Federal Eagle",NA,"Hall",NA,1803,4,13,"St. Sebastians","Boston",NA,38,NA,NA,NA,"New-England Palladium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","Boston","brig",NA,"Polly",NA,"Clark",NA,1803,4,13,"New Providence","Boston",NA,25,NA,NA,NA,"New-England Palladium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","Boston","schooner",NA,"Elizabeth",NA,"Hopkins",NA,1803,4,13,"Demerara","Boston",NA,25,"Tobago",NA,NA,"New-England Palladium","25 days from Tobago",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","Boston","ship",NA,"Financier",NA,"Webber",NA,1803,4,14,"Calcutta","Boston",NA,146,NA,NA,NA,"New-England Palladium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","Boston","schooner",NA,"Jane",NA,"Cargill",NA,1803,4,14,"St. Lucia","Boston",NA,30,NA,NA,NA,"New-England Palladium",NA,"76 hhds. good sugar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","Boston","brig",NA,"Shepherds",NA,"Crowell",NA,1803,4,14,"Charleston","Boston",NA,9,NA,NA,NA,"New-England Palladium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Departure","Boston","brig",NA,"Laurel",NA,"Brown",NA,1803,4,14,"Boston","Trinidad",NA,NA,NA,NA,NA,"New-England Palladium","no specific date of departure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Departure","Boston","brig",NA,"Polly",NA,"Appleton",NA,1803,4,14,"Boston","West-Indies",NA,NA,NA,NA,NA,"New-England Palladium","no specific date of departure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Departure","Boston","schooner",NA,"Favourite",NA,"Pusland",NA,1803,4,14,"Boston","Madeira",NA,NA,NA,NA,NA,"New-England Palladium","no specific date of departure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","New York",NA,NA,"Washington",NA,NA,NA,1803,4,9,"London","New York",NA,36,NA,NA,NA,"New-England Palladium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","New York",NA,NA,"Lion",NA,NA,NA,1803,4,9,"Grenada","New York",NA,31,NA,NA,NA,"New-England Palladium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","New York",NA,NA,"Patriot",NA,NA,NA,1803,4,9,"Portsmouth","New York",NA,4,NA,NA,NA,"New-England Palladium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","Philadelphia",NA,NA,"Woodrop",NA,"Sims",NA,1803,4,8,"Canton","Philadelphia",NA,126,NA,NA,NA,"New-England Palladium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","Philadelphia",NA,NA,"Swift",NA,NA,NA,1803,4,8,"Teneriffe","Philadelphia",NA,41,NA,NA,NA,"New-England Palladium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","Philadelphia",NA,NA,"Margaret",NA,NA,NA,1803,4,8,"Liverpool","Philadelphia",NA,NA,NA,NA,NA,"New-England Palladium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","Baltimore",NA,NA,"Mary",NA,NA,NA,1803,4,6,"Liverpool","Baltimore",NA,52,NA,NA,NA,"New-England Palladium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Departure","Baltimore",NA,NA,"Essex",NA,NA,NA,1803,4,6,"Baltimore","Salem",NA,NA,NA,NA,NA,"New-England Palladium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","Norfolk",NA,NA,"Mary",NA,NA,NA,1803,4,2,"Jamaica","Norfolk",NA,NA,NA,NA,NA,"New-England Palladium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","Norfolk",NA,NA,"Josiah Parker",NA,NA,NA,1803,4,2,"Cayenne","Norfolk",NA,NA,NA,NA,NA,"New-England Palladium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","Norfolk",NA,NA,"Alice",NA,NA,NA,1803,4,2,"Antigua","Norfolk",NA,NA,NA,NA,NA,"New-England Palladium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","Norfolk",NA,NA,"Packet",NA,NA,NA,1803,4,2,"Tobago","Norfolk",NA,NA,NA,NA,NA,"New-England Palladium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","Norfolk",NA,NA,"Blossom",NA,NA,NA,1803,4,2,"Jamaica","Norfolk",NA,NA,NA,NA,NA,"New-England Palladium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","Norfolk",NA,NA,"Aphia",NA,NA,NA,1803,4,2,"Boston","Norfolk",NA,NA,NA,NA,NA,"New-England Palladium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","Newbern",NA,NA,"Nancy",NA,NA,NA,1803,3,25,"Guadaloupe","Newbern",NA,NA,NA,NA,NA,"New-England Palladium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","Newbern",NA,NA,"Hero",NA,NA,NA,1803,3,25,"Boston","Newbern",NA,NA,NA,NA,NA,"New-England Palladium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrival","Newbern",NA,NA,"Eliza",NA,NA,NA,1803,3,25,"Dominique","Newbern",NA,NA,NA,NA,NA,"New-England Palladium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
