Arrival/Departure,Port,ShipType,Flag,Ship_Name,Owners,Captain,Captain2,Year,Month,Day,Origin,DestinationDecl,Crew,Days Voyage,Itinerary,Arribada,Date_of_Depart_Origin,Source,Genral_notes,Cargo,Molasses,MolassesUnit,Sugar,SugarUnit,Flour,FlourUnites,Hides,HidesUnit,Coffee,CoffeeUnit,Coal,CoalUnit,VAR00007,VAR00008,VAR00009,VAR00010
Arrival,New York,,,Susannah,,,,1803,5.0,9.0,Jamaica,New York,,38.0,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,New York,,,Amiable,,Creole,,1803,5.0,9.0,New Orleans,New York,,23.0,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,New York,,,Luna,,,,1803,5.0,9.0,Madeira,New York,,,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,New York,,,Protestress,,,,1803,5.0,10.0,Liverpool,New York,,47.0,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,New York,,,John,,Sheverick,,1803,5.0,10.0,Charleston,New York,20 passengers,,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,Philadelphia,,,Warren,,,,1803,5.0,9.0,Havana,Philadelphia,,21.0,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,Philadelphia,,,Richmond,,,,1803,5.0,9.0,Lisbon,Philadelphia,,38.0,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,Baltimore,ship,English,[…],,Mason,,1803,5.0,5.0,Lisbon,Baltimore,,50.0,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,Norfolk,brig,,Washington,,Allen,,1803,5.0,5.0,Lisbon,Norfolk,,,,,,New-England Palladium,between 4.30 - 5.5,,,,,,,,,,,,,,,,,
Arrival,Norfolk,schooner,,Maria,,Meeks,,1803,5.0,5.0,Tobago,Norfolk,,,,,,New-England Palladium,between 4.30 - 5.5,,,,,,,,,,,,,,,,,
Arrival,Norfolk,brig,,Phoebo Ann,,West,,1803,5.0,5.0,St. Thomas,Norfolk,,,,,,New-England Palladium,"in distress, between 4.30 - 5.5",,,,,,,,,,,,,,,,,
Arrival,Norfolk,schooner,,Diana,,Nichols,,1803,5.0,5.0,Cape Francoise,Norfolk,,,,,,New-England Palladium,between 4.30 - 5.5,,,,,,,,,,,,,,,,,
Arrival,Norfolk,ship,,Old Tom,,Powers,,1803,5.0,5.0,Philadelphia,Norfolk,,,,,,New-England Palladium,"in distress, between 4.30 - 5.5",,,,,,,,,,,,,,,,,
Arrival,Norfolk,brig,,Pallas,,Frag,,1803,5.0,5.0,Jamaica,Norfolk,,,,,,New-England Palladium,between 4.30 - 5.5,,,,,,,,,,,,,,,,,
Arrival,Norfolk,schooner,,Hope,,Hoyt,,1803,5.0,5.0,Guadaloupe,Norfolk,,,,,,New-England Palladium,between 4.30 - 5.5,,,,,,,,,,,,,,,,,
Arrival,Norfolk,brig,,Regolztor,,Williams,,1803,5.0,5.0,Martinique,Norfolk,,,,,,New-England Palladium,between 4.30 - 5.5,,,,,,,,,,,,,,,,,
Arrival,Norfolk,ship,French,Fanny,,Barack,,1803,5.0,5.0,Cape Francoise,Norfolk,,,,,,New-England Palladium,between 4.30 - 5.5,,,,,,,,,,,,,,,,,
Arrival,Norfolk,brig,,Calisto,,Atkins,,1803,5.0,5.0,Cadiz,Norfolk,,,,,,New-England Palladium,between 4.30 - 5.5,,,,,,,,,,,,,,,,,
Arrival,Norfolk,ship,,Carpenter,,Simpson,,1803,5.0,5.0,Liverpool,Norfolk,,,,,,New-England Palladium,between 4.30 - 5.5,,,,,,,,,,,,,,,,,
Arrival,Norfolk,,,Malvina,,Crab,,1803,5.0,5.0,Liverpool,Norfolk,,,,,,New-England Palladium,between 4.30 - 5.5,,,,,,,,,,,,,,,,,
Arrival,Norfolk,,,Lydia,,Lobdill,,1803,5.0,5.0,Boston,Norfolk,,,,,,New-England Palladium,between 4.30 - 5.5,,,,,,,,,,,,,,,,,
Arrival,Norfolk,sloop,,Grand Sachem,,Balles,,1803,5.0,5.0,New London,Norfolk,,,,,,New-England Palladium,between 4.30 - 5.5,,,,,,,,,,,,,,,,,
Arrival,Norfolk,brig,,Favourite,,Fryer,,1803,5.0,5.0,Bourdeaux,Norfolk,,,,,,New-England Palladium,between 4.30 - 5.5,,,,,,,,,,,,,,,,,
Arrival,Norfolk,schooner,,Gurnern & Peggy,,,,1803,5.0,5.0,Havana,Norfolk,,,,,,New-England Palladium,between 4.30 - 5.5,,,,,,,,,,,,,,,,,
Arrival,Norfolk,schooner,,Maria,,Lewis,,1803,5.0,5.0,St. Croix,Norfolk,,,,,,New-England Palladium,between 4.30 - 5.5,,,,,,,,,,,,,,,,,
Arrival,Norfolk,ship,,Julia,,Dabuee,,1803,5.0,5.0,Cape Francoise,Norfolk,,,,,,New-England Palladium,between 4.30 - 5.5,,,,,,,,,,,,,,,,,
Arrival,Norfolk,ship,British,Scipio,,Houston,,1803,5.0,5.0,Liverpool,Norfolk,,,,,,New-England Palladium,between 4.30 - 5.5,,,,,,,,,,,,,,,,,
Arrival,Norfolk,ship,,Octavia,,Keown,,1803,5.0,5.0,Liverpool,Norfolk,,,,,,New-England Palladium,between 4.30 - 5.5,,,,,,,,,,,,,,,,,
Departure,Norfolk,,,Isea,,Gal[…],,1803,5.0,5.0,Norfolk,Antigua,,,,,,New-England Palladium,between 4.30 - 5.5,,,,,,,,,,,,,,,,,
Departure,Norfolk,schooner,,Molly,,Eldridge,,1803,5.0,5.0,Norfolk,Boston,,,,,,New-England Palladium,between 4.30 - 5.5,,,,,,,,,,,,,,,,,
Departure,Norfolk,,,Polly,,Crosby,,1803,5.0,5.0,Norfolk,Boston,,,,,,New-England Palladium,between 4.30 - 5.5,,,,,,,,,,,,,,,,,
Departure,Norfolk,,,Severn,,Callahan,,1803,5.0,5.0,Norfolk,Antigua,,,,,,New-England Palladium,between 4.30 - 5.5,,,,,,,,,,,,,,,,,
Departure,Norfolk,brig,,Venus,,Clark,,1803,5.0,5.0,Norfolk,West-Indies,,,,,,New-England Palladium,between 4.30 - 5.5,,,,,,,,,,,,,,,,,
Departure,Norfolk,,,Mary,,Young,,1803,5.0,5.0,Norfolk,Jamaica,,,,,,New-England Palladium,between 4.30 - 5.5,,,,,,,,,,,,,,,,,
Departure,Norfolk,schooner,,William Davis,,Finney,,1803,5.0,5.0,Norfolk,Lisbon,,,,,,New-England Palladium,between 4.30 - 5.5,,,,,,,,,,,,,,,,,
Departure,Norfolk,,,Betsey & Jenny,,Jameson,,1803,5.0,5.0,Norfolk,Martinique,,,,,,New-England Palladium,between 4.30 - 5.5,,,,,,,,,,,,,,,,,
Departure,Norfolk,,,Dolphin,,Philips,,1803,5.0,5.0,Norfolk,Boston,,,,,,New-England Palladium,between 4.30 - 5.5,,,,,,,,,,,,,,,,,
Arrival,Newbern,,,Betsy,,Cox,,1803,4.0,22.0,Jamaica,Newbern,,,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,Newbern,,,Nine Sisters,,,,1803,4.0,22.0,Jamaica,Newbern,,,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,Savannah,,,Cornelia,,,,1803,4.0,19.0,Havana,Savannah,,,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Departure,Savannah,,,New Jersey,,,,1803,4.0,19.0,Savannah,Bourdeaux,,,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,Boston,ship,,Heart of Oak,,Jackson,,1803,5.0,14.0,Cadiz,Boston,,32.0,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,Boston,ship,Spanish,San Thomas,,,,1803,5.0,14.0,Havana,Boston,,18.0,,,,New-England Palladium,,"230 hhds. molasses, of the new crop; a few boxes white and brown Havanna sugar; 10 tons logwood",,,,,,,,,,,,,,,,
Arrival,Boston,ship,,Friendship,,Glover,,1803,5.0,14.0,London,Boston,,38.0,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,Boston,schooner,,Venus,,Haley,,1803,5.0,14.0,Windsor,Boston,,14.0,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,Boston,schooner,,Margery,,Rider,,1803,5.0,14.0,Windsor,Boston,,14.0,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,Boston,brig,,Orlando,,Sayward,,1803,5.0,16.0,Lisbon,Boston,,27.0,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Departure,Boston,ship,,John Adams,,Wood,,1803,5.0,16.0,Boston,Liverpool,,,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,Boston,,,Swallow,,Millet,,1803,5.0,16.0,Gloucester,Boston,,,,,,New-England Palladium,no specific date of arrival,,,,,,,,,,,,,,,,,
Arrival,Boston,,,Sally,,Robbins,,1803,5.0,16.0,Plymouth,Boston,,,,,,New-England Palladium,no specific date of arrival,,,,,,,,,,,,,,,,,
Arrival,Boston,,,Columbia,,Jenkins,,1803,5.0,16.0,Charleston,Boston,,,,,,New-England Palladium,no specific date of arrival,,,,,,,,,,,,,,,,,
Arrival,Boston,,,Hero,,Brayton,,1803,5.0,16.0,Baltimore,Boston,,,,,,New-England Palladium,no specific date of arrival,,,,,,,,,,,,,,,,,
Arrival,Boston,,,Ranger,,Byrne,,1803,5.0,16.0,Salem,Boston,,,,,,New-England Palladium,no specific date of arrival,,,,,,,,,,,,,,,,,
Arrival,Boston,,,Peggy,,Curtis,,1803,5.0,16.0,Baltimore,Boston,,,,,,New-England Palladium,no specific date of arrival,,,,,,,,,,,,,,,,,
Arrival,Boston,,,Harriot,,Nash,,1803,5.0,16.0,Baltimore,Boston,,,,,,New-England Palladium,no specific date of arrival,,,,,,,,,,,,,,,,,
Arrival,Boston,,,Peggy,,Pelham,,1803,5.0,16.0,Gloucester,Boston,,,,,,New-England Palladium,no specific date of arrival,,,,,,,,,,,,,,,,,
Arrival,Boston,,,Hunter,,Oxnard,,1803,5.0,16.0,Portland,Boston,,,,,,New-England Palladium,no specific date of arrival,,,,,,,,,,,,,,,,,
Arrival,Boston,,,Thetis,,Harris,,1803,5.0,16.0,New London,Boston,,,,,,New-England Palladium,no specific date of arrival,,,,,,,,,,,,,,,,,
Departure,Boston,,,Minerva,,Paine,,1803,5.0,16.0,Boston,Demerara,,,,,,New-England Palladium,no specific date of departure,,,,,,,,,,,,,,,,,
Departure,Boston,,,Harmony,,Adams,,1803,5.0,16.0,Boston,West-Indies,,,,,,New-England Palladium,no specific date of departure,,,,,,,,,,,,,,,,,
Departure,Boston,,,William,,Pilsbury,,1803,5.0,16.0,Boston,West-Indies,,,,,,New-England Palladium,no specific date of departure,,,,,,,,,,,,,,,,,
Departure,Boston,,,Patty,,Lewis,,1803,5.0,16.0,Boston,Guadaloupe,,,,,,New-England Palladium,no specific date of departure,,,,,,,,,,,,,,,,,
Departure,Wilmington,,,Farmer,,,,1803,5.0,1.0,Wilmington,Boston,,,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,Salem,,,Harriet,,,,1803,5.0,16.0,Martinique,Salem,,30.0,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,Plymouth,schooner,,Caroline,,Holmes,,1803,5.0,10.0,Martinique,Plymouth,,25.0,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,Plymouth,schooner,,Aurora,,E. Finney,,1803,5.0,14.0,Lisbon,Plymouth,,39.0,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Departure,Plymouth,sloop,,Betsey,,L. Lucas,,1803,5.0,14.0,Plymouth,West-Indies,,,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,Philadelphia,,,Alert,,,,1803,5.0,12.0,Guadaloupe,Philadelphia,,44.0,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,Philadelphia,,,Hannah,,,,1803,5.0,12.0,Salem,Philadelphia,,10.0,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,Philadelphia,,,Isabella,,,,1803,5.0,12.0,St. Croix,Philadelphia,,,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,Newbern,,,Phebe,,,,1803,4.0,29.0,Jamaica,Newbern,,,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,Newbern,,,John Ellis,,,,1803,4.0,29.0,Barbadoes,Newbern,,,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,Alexandria,,,United States,,,,1803,5.0,10.0,Liverpool,Alexandria,,,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,Alexandria,,,Hero,,,,1803,5.0,10.0,Liverpool,Alexandria,,,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,Alexandria,,,Evelina,,,,1803,5.0,10.0,Jamaica,Alexandria,,,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,Alexandria,,,Glory,,,,1803,5.0,10.0,Alexandria,Barbadoes,,,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,Boston,schooner,,Sally,,M'Gray,,1803,5.0,17.0,Windsor,Boston,,7.0,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,Boston,brig,,John,,,,1803,5.0,18.0,Amsterdam,Boston,,,Newburyport,,,New-England Palladium,,gin; linseed oil,,,,,,,,,,,,,,,,
Arrival,Boston,ship,,Mary,,Hoyt,,1803,5.0,19.0,Rotterdam,Boston,,42.0,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Departure,Boston,ship,,Seine,,Nichols,,1803,5.0,19.0,Boston,Amsterdam,,,,,,New-England Palladium,no specific date of departure,,,,,,,,,,,,,,,,,
Departure,Boston,schooner,,Venus,,Haley,,1803,5.0,19.0,Boston,Windsor,,,,,,New-England Palladium,no specific date of departure,,,,,,,,,,,,,,,,,
Departure,Boston,,,Slep Sally,,Magray,,1803,5.0,19.0,Boston,Windsor,,,,,,New-England Palladium,no specific date of departure,,,,,,,,,,,,,,,,,
Departure,Boston,schooner,,Victory,,Smith,,1803,5.0,19.0,Boston,Yarmouth,,,,,,New-England Palladium,no specific date of departure,,,,,,,,,,,,,,,,,
Arrival,New London,,,William,,Forsyth,,1803,5.0,18.0,Barbadoes,New London,,21.0,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,New London,,,James,,Elmore,,1803,5.0,18.0,Barbadoes,New London,,,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,New London,,,Ontario,,Stillman,,1803,5.0,18.0,St. Croix,New London,,,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,New York,,,Friendship,,Goodrich,,1803,5.0,17.0,St. Croix,New York,,20.0,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,Philadelphia,,,Connecticut,,Crosby,,1803,5.0,16.0,Boston,Philadelphia,,,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,Charleston,,,Mac,,,,1803,5.0,5.0,Liverpool,Charleston,,43.0,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,Boston,brig,,Eleanor,,Hodgkins,,1803,5.0,20.0,Savannah,Boston,,15.0,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,Boston,schooner,,Indru[…],,Cook,,1803,5.0,20.0,Windsor,Boston,,5.0,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,Boston,,,Eliza,,Doane,,1803,5.0,22.0,Norfolk,Boston,,16.0,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,Boston,,,Cook,,,,1803,5.0,22.0,Baltimore,Boston,,15.0,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,Boston,schooner,,Fairplay,,,,1803,5.0,22.0,Charleston,Boston,,,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,Boston,ship,,Rebecca,,Folansbee,,1803,5.0,23.0,Liverpool,Boston,,51.0,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,Boston,schooner,,Galbraith,,Anderson,,1803,5.0,23.0,Jamaica,Boston,,36.0,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,Boston,coaster,,Minerva,,Lewis,,1803,5.0,23.0,Richmond,Boston,,,,,,New-England Palladium,no specific date of arrival,,,,,,,,,,,,,,,,,
Arrival,Boston,coaster,,Fairplay,,Keen,,1803,5.0,23.0,Charleston,Boston,,,,,,New-England Palladium,no specific date of arrival,,,,,,,,,,,,,,,,,
Arrival,Boston,coaster,,Sally,,Sbeban,,1803,5.0,23.0,Salem,Boston,,,,,,New-England Palladium,no specific date of arrival,,,,,,,,,,,,,,,,,
Arrival,Boston,coaster,,Favorite,,Culley,,1803,5.0,23.0,Baltimore,Boston,,,,,,New-England Palladium,no specific date of arrival,,,,,,,,,,,,,,,,,
Arrival,Boston,coaster,,William,,Morvell,,1803,5.0,23.0,Portsmouth,Boston,,,,,,New-England Palladium,no specific date of arrival,,,,,,,,,,,,,,,,,
Arrival,Boston,coaster,,Rover,,Luce,,1803,5.0,23.0,Richmond,Boston,,,,,,New-England Palladium,no specific date of arrival,,,,,,,,,,,,,,,,,
Arrival,Boston,coaster,,Lucy,,Saville,,1803,5.0,23.0,Philadelphia,Boston,,,,,,New-England Palladium,no specific date of arrival,,,,,,,,,,,,,,,,,
Arrival,Boston,coaster,,Fancy,,Curtis,,1803,5.0,23.0,Plymouth,Boston,,,,,,New-England Palladium,no specific date of arrival,,,,,,,,,,,,,,,,,
Arrival,Boston,coaster,,Eliza Ann,,Collis,,1803,5.0,23.0,New Haven,Boston,,,,,,New-England Palladium,no specific date of arrival,,,,,,,,,,,,,,,,,
Arrival,Boston,coaster,,Friendship,,Snow,,1803,5.0,23.0,Richmond,Boston,,,,,,New-England Palladium,no specific date of arrival,"fresh superfine Galligo flour, from new wheat; Virginia coals; wheat bran",,,,,,,,,,,,,,,,
Arrival,Boston,coaster,,Atlantic,,West,,1803,5.0,23.0,Charleston,Boston,,,,,,New-England Palladium,no specific date of arrival,,,,,,,,,,,,,,,,,
Arrival,Boston,coaster,,Hero,,Robinson,,1803,5.0,23.0,New York,Boston,,,,,,New-England Palladium,no specific date of arrival,,,,,,,,,,,,,,,,,
Arrival,Boston,coaster,,Eliza,,Dole,,1803,5.0,23.0,Norfolk,Boston,,,,,,New-England Palladium,no specific date of arrival,,,,,,,,,,,,,,,,,
Arrival,Boston,coaster,,Active,,York,,1803,5.0,23.0,Philadelphia,Boston,,,,,,New-England Palladium,no specific date of arrival,,,,,,,,,,,,,,,,,
Arrival,Boston,coaster,,Unicorn,,Cook,,1803,5.0,23.0,Baltimore,Boston,,,,,,New-England Palladium,no specific date of arrival,,,,,,,,,,,,,,,,,
Arrival,Boston,coaster,,Industry,,Collier,,1803,5.0,23.0,New York,Boston,,,,,,New-England Palladium,no specific date of arrival,,,,,,,,,,,,,,,,,
Arrival,Boston,coaster,,Columbia,,Donnison,,1803,5.0,23.0,Baltimore,Boston,,,,,,New-England Palladium,no specific date of arrival,,,,,,,,,,,,,,,,,
Arrival,Boston,coaster,,Success,,Pardce,,1803,5.0,23.0,New Haven,Boston,,,,,,New-England Palladium,no specific date of arrival,,,,,,,,,,,,,,,,,
Arrival,Boston,coaster,,Hero,,Sampson,,1803,5.0,23.0,New York,Boston,,,,,,New-England Palladium,no specific date of arrival,,,,,,,,,,,,,,,,,
Departure,Boston,,,Margery,,Rider,,1803,5.0,23.0,Boston,Halifax,,,,,,New-England Palladium,no specific date of departure,,,,,,,,,,,,,,,,,
Arrival,New York,,,Sally,,,,1803,5.0,20.0,Liverpool,New York,,35.0,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,New York,,,America of Wiscasset,,,,1803,5.0,20.0,Antigua,New York,,22.0,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,New York,,,Venus,,,,1803,5.0,20.0,St. Johns,New York,,10.0,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,New York,,,Aspasia,,,,1803,5.0,20.0,Trinidad,New York,,28.0,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,New York,,,Hector,,,,1803,5.0,20.0,Jamaica,New York,,34.0,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,New York,,,Lively,,,,1803,5.0,20.0,Antigua,New York,,24.0,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,New York,,,Pilgrim,,,,1803,5.0,20.0,Yarmouth,New York,,6.0,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,New York,,,Abigail,,,,1803,5.0,20.0,Barbadoes,New York,,17.0,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,New York,,,Dispatch,,Sharp,,1803,5.0,20.0,Norfolk,New York,,7.0,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,New York,,,Draper,,,,1803,5.0,20.0,Greenock,New York,,39.0,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,New York,,,Rover (of Newburyport),,,,1803,5.0,20.0,New Orleans,New York,,,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,New York,,,Fox,,,,1803,5.0,20.0,Antigua,New York,,21.0,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,New York,,,Ranger,,,,1803,5.0,20.0,Windsor,New York,,,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,New York,,,Linne[…],,,,1803,5.0,20.0,St. Johns,New York,,,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,New York,,,William,,,,1803,5.0,20.0,Halifax,New York,,,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,Philadelphia,,,Roebuck,,,,1803,5.0,19.0,Liverpool,Philadelphia,,40.0,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,Philadelphia,,,Jane,,,,1803,5.0,19.0,Portland,Philadelphia,,,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,Charleston,,,Aurora,,,,1803,5.0,7.0,Havana,Charleston,,13.0,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,Charleston,,,Polly,,,,1803,5.0,7.0,Havana,Charleston,,13.0,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,Charleston,,,Three Sisters,,,,1803,5.0,7.0,Charleston,Bourdeaux,,,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,Charleston,,,Isabella,,Green,,1803,5.0,7.0,London,Charleston,,,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,Charleston,,,Diana & Fame,,,,1803,5.0,7.0,Greenock,Charleston,,,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,Charleston,,,Two Friends,,,,1803,5.0,12.0,London,Charleston,,45.0,,,,New-England Palladium,between 5.9 - 5.12,,,,,,,,,,,,,,,,,
Arrival,Charleston,,,Ir[…]elendo,,,,1803,5.0,12.0,London,Charleston,,46.0,,,,New-England Palladium,between 5.9 - 5.12,,,,,,,,,,,,,,,,,
Arrival,Charleston,,,Tippoo Saib,,,,1803,5.0,12.0,London,Charleston,,44.0,,,,New-England Palladium,between 5.9 - 5.12,,,,,,,,,,,,,,,,,
Arrival,Charleston,,,Mary Ann,,,,1803,5.0,12.0,Greenock,Charleston,,47.0,,,,New-England Palladium,between 5.9 - 5.12,,,,,,,,,,,,,,,,,
Arrival,Charleston,,,Aurora,,,,1803,5.0,12.0,Havana,Charleston,,,,,,New-England Palladium,between 5.9 - 5.12,,,,,,,,,,,,,,,,,
Arrival,Charleston,,,Federal,,,,1803,5.0,12.0,Cape Francoise,Charleston,,17.0,,,,New-England Palladium,between 5.9 - 5.12,,,,,,,,,,,,,,,,,
Arrival,Savannah,,,Missisippi,,,,1803,5.0,6.0,Liverpool,Savannah,,47.0,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,Boston,brig,,Nercury,,Porter,,1803,5.0,24.0,Amsterdam,Boston,,29.0,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,Boston,ship,,Nancies,,Howland,,1803,5.0,24.0,London,Boston,,42.0,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,Boston,schooner,,Sally,,Rapall,,1803,5.0,25.0,Guadaloupe,Boston,,29.0,,,,New-England Palladium,,120 hhds. molasses,,,,,,,,,,,,,,,,
Arrival,Boston,brig,,Levant,,Davidson,,1803,5.0,25.0,Savannah,Boston,,,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,Boston,schooner,,hero,,Nowell,,1803,5.0,25.0,Charleston,Boston,,,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,Boston,ship,,Mary,,Hills,,1803,5.0,25.0,Lisbon,Boston,,35.0,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,Boston,schooner,,Little John,,Baker,,1803,5.0,26.0,St. Croix,Boston,,29.0,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,Boston,schooner,,Anna,,Wyman,,1803,5.0,26.0,Tobago,Boston,,28.0,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,Boston,brig,,Thomas Jefferson,,Eliot,,1803,5.0,26.0,Trinidad,Boston,,28.0,,,,New-England Palladium,,30 hhd. Trindard sugars; 10 hhd. Trindard molasses,,,,,,,,,,,,,,,,
Arrival,Boston,schooner,,friendship,,Baker,,1803,5.0,26.0,Antigua,Boston,,29.0,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,Boston,schooner,,Columbia,,Appleton,,1803,5.0,26.0,Lisbon,Boston,,30.0,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,Boston,ship,,Mary-Ann,,Rolando,,1803,5.0,26.0,Havana,Boston,,30.0,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,Boston,ship,Spanish,Peace,,,,1803,5.0,29.0,Havana,Boston,,,,,,New-England Palladium,,200 hhds. Havana molasses,,,,,,,,,,,,,,,,
Arrival,Boston,ship,Spanish,Neptune,,,,1803,5.0,29.0,Havana,Boston,,,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,Boston,coaster,,Columbia,,Howland,,1803,5.0,30.0,Alexandria,Boston,,,,,,New-England Palladium,no specific date of arrival,,,,,,,,,,,,,,,,,
Arrival,Boston,coaster,,Union,,Chever,,1803,5.0,30.0,Wilmington,Boston,,,,,,New-England Palladium,no specific date of arrival,,,,,,,,,,,,,,,,,
Arrival,Boston,coaster,,Gen. Know,,M' Lellan,,1803,5.0,30.0,Portland,Boston,,,,,,New-England Palladium,no specific date of arrival,,,,,,,,,,,,,,,,,
Arrival,Boston,coaster,,Dinah,,Buck,,1803,5.0,30.0,Norfolk,Boston,,,,,,New-England Palladium,no specific date of arrival,,,,,,,,,,,,,,,,,
Arrival,Boston,coaster,,Shepherdess,,Swift,,1803,5.0,30.0,Charleston,Boston,,,,,,New-England Palladium,no specific date of arrival,,,,,,,,,,,,,,,,,
Departure,Boston,ship,,Packet,,Trott,,1803,5.0,30.0,Boston,Liverpool,,,,,,New-England Palladium,no specific date of departure,,,,,,,,,,,,,,,,,
Departure,Boston,schooner,,Hannah,,Earley,,1803,5.0,30.0,Boston,Demerara,,,,,,New-England Palladium,no specific date of departure,,,,,,,,,,,,,,,,,
Departure,Boston,schooner,,Saucy Jack,,Appleton,,1803,5.0,30.0,Boston,West-Indies,,,,,,New-England Palladium,no specific date of departure,,,,,,,,,,,,,,,,,
Departure,Boston,schooner,,Industry,,Cook,,1803,5.0,30.0,Boston,Windsor,,,,,,New-England Palladium,no specific date of departure,,,,,,,,,,,,,,,,,
