Arrival/Departure,Port,ShipType,Flag,Ship_Name,Owners,Captain,Captain2,Year,Month,Day,Origin,DestinationDecl,Crew,Days Voyage,Itinerary,Arribada,Date_of_Depart_Origin,Source,Genral_notes,Cargo,Molasses,MolassesUnit,Sugar,SugarUnit,Flour,FlourUnites,Hides,HidesUnit,Coffee,CoffeeUnit,Coal,CoalUnit,VAR00007,VAR00008,VAR00009,VAR00010
Arrival,New York,,,Favorite,,Foster,,1803,7.0,12.0,St. Thomas,New York,,12.0,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,New York,,,Retrieve,,Greely,,1803,7.0,12.0,Portland,New York,,,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,New York,ship,French,Victory,,Morel,,1803,7.0,12.0,Cape Francoise,New York,,12.0,,,,New-England Palladium,narrowly escaped the English cruizer,,,,,,,,,,,,,,,,,
Arrival,Philadelphia,brig,French,William,,,,1803,7.0,9.0,Philadelphia,Philadelphia,,,,,,New-England Palladium,bond to France but  entered an American harbor after hearing of the war,,,,,,,,,,,,,,,,,
Arrival,Philadelphia,brig,French,Frederick William,,,,1803,7.0,9.0,Philadelphia,Philadelphia,,,,,,New-England Palladium,bond to France but  entered an American harbor after hearing of the war,,,,,,,,,,,,,,,,,
Arrival,Philadelphia,,,Mary,,Latsmer,,1803,7.0,11.0,Trinidad,Philadelphia,,,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,Philadelphia,,,Olive Branch,,Branch,,1803,7.0,11.0,St. Croix,Philadelphia,,15.0,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Departure,Philadelphia,,,Saunders,,Hartshorne,,1803,7.0,11.0,Philadelphia,Madeira,,,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,Alexandria,,,Rebecca,,,,1803,7.0,7.0,Boston,Alexandria,,,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Departure,Alexandria,,,Columbia,,,,1803,7.0,7.0,Alexandria,Boston,,,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,Newbern,,,Wm. And Henry,,Tinker,,1803,7.0,1.0,Antigua,Newbern,,,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Departure,Newbern,,,Polly,,Bangs,,1803,7.0,1.0,Newbern,Boston,,,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Departure,Charleston,,,Gen. Greene,,Jones,,1803,6.0,29.0,Charleston,Trinidad,,,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Departure,Charleston,,,Maria,,Corry,,1803,6.0,29.0,Charleston,St. Thomas,,,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Departure,Charleston,,,Eliza,,King,,1803,6.0,29.0,Charleston,Cape Francoise,,,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,Boston,brig,,Atlantic,,Bartlett,,1803,7.0,16.0,Trinidad,Boston,,34.0,,,,New-England Palladium,via quarantine,70 hhds. best retailing molasses; 20 hhds. best retailing sugars,,,,,,,,,,,,,,,,
Arrival,Boston,schooner,,Aurora,,Pease,,1803,7.0,16.0,Trinidad,Boston,,31.0,,,,New-England Palladium,via quarantine,100 hhds. first quality Trindard molasses; 22 hhds. Trindard sugar,,,,,,,,,,,,,,,,
Arrival,Boston,schooner,,Minerva,,Anthouy,,1803,7.0,17.0,Havana,Boston,,28.0,,,,New-England Palladium,via quarantine,molasses,,,,,,,,,,,,,,,,
Arrival,Boston,ship,,Three Friends,,Otis,,1803,7.0,17.0,Lisbon,Boston,,46.0,,,,New-England Palladium,,"300 hhds. salt; 375 boxes fresh lemons, in excellent order",,,,,,,,,,,,,,,,
Departure,Boston,ship,,Nancies,,Howland,,1803,7.0,17.0,Boston,Liverpool,,,,,,New-England Palladium,no specific date of departure,,,,,,,,,,,,,,,,,
Departure,Boston,brig,,New Century,,Harding,,1803,7.0,17.0,Boston,Lisbon,,,,,,New-England Palladium,no specific date of departure,,,,,,,,,,,,,,,,,
Departure,Boston,brig,,Nautilus,,French,,1803,7.0,17.0,Boston,St. Croix,,,,,,New-England Palladium,no specific date of departure,,,,,,,,,,,,,,,,,
Departure,Boston,schooner,,Betsey,,Kempton,,1803,7.0,17.0,Boston,Tobago,,,,,,New-England Palladium,no specific date of departure,,,,,,,,,,,,,,,,,
Arrival,New Bedford,,,Leana,,Wood,,1803,7.0,15.0,Trinidad,New Bedford,,,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,New Bedford,,,Nancy,,Allen,,1803,7.0,15.0,Guadaloupe,New Bedford,,,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,New Haven,,,Betsey,,Little,,1803,7.0,14.0,St. Croix,New Haven,,,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Departure,New Haven,,,Anna,,Freeman,,1803,7.0,14.0,New Haven,Martinique,,,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,New York,,,Rockland,,King,,1803,7.0,15.0,Cape Francoise,New York,,8.0,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Departure,New York,,,Venus,,Holly,,1803,7.0,15.0,New York,St. Johns,,,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Departure,New York,,,Volunteer,,Morrin,,1803,7.0,15.0,New York,St. Thomas,,,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Departure,New York,,,Industry,,Travis,,1803,7.0,15.0,New York,Antigua,,,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,Philadelphia,,,Tentecao,,,,1803,7.0,14.0,Philadelphia,Philadelphia,,,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,Philadelphia,,,Jane,,Ridge,,1803,7.0,14.0,New Orleans,Philadelphia,,24.0,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,Philadelphia,,,Fame,,,,1803,7.0,14.0,Barbadoes,Philadelphia,,11.0,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,Philadelphia,,,Arniable,,Reta,,1803,7.0,14.0,New Orleans,Philadelphia,,,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Departure,Philadelphia,,,Sukey,,Lewis,,1803,7.0,14.0,Philadelphia,Martinique,,,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Departure,Philadelphia,,,Anna,,Robinson,,1803,7.0,14.0,Philadelphia,Portland,,,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Departure,Philadelphia,,,Active,,Lewis,,1803,7.0,14.0,Philadelphia,Boston,,,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,Baltimore,,,Elk,,Jones,,1803,7.0,13.0,Cape Francoise,Baltimore,,12.0,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Departure,Baltimore,,,Ethan Allen,,Arnold,,1803,7.0,13.0,Baltimore,Barbadoes,,,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,Charleston,,,Daniel and Fredcrick,,Andrews,,1803,7.0,2.0,Madeira,Charleston,,40.0,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Departure,Charleston,,,[…]lunter,,Tisdale,,1803,7.0,2.0,Charleston,Boston,,,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,Boston,schooner,,Hartlequin,,Snow,,1803,7.0,19.0,Liverpool,Boston,,9.0,,,,New-England Palladium,,fish,,,,,,,,,,,,,,,,
Arrival,Boston,brig,,Laurel,,Brown,,1803,7.0,20.0,Trinidad,Boston,,27.0,,,,New-England Palladium,via quarantine,120 hhds. and a few bbls. sugar,,,,,,,,,,,,,,,,
Arrival,Boston,,,Mary,,Perry,,1803,7.0,20.0,Windsor,Boston,,10.0,,,,New-England Palladium,,plaister,,,,,,,,,,,,,,,,
Arrival,Boston,,,Deborah,,Baker,,1803,7.0,20.0,Windsor,Boston,,10.0,,,,New-England Palladium,,plaister,,,,,,,,,,,,,,,,
Arrival,Boston,sloop,,James,,,,1803,7.0,20.0,Halifax,Boston,,8.0,,,,New-England Palladium,,300 bbls Nova-Scotia mackerel,,,,,,,,,,,,,,,,
Arrival,Boston,brig,,Eleanor,,Hodgkins,,1803,7.0,21.0,Savannah,Boston,,10.0,,,,New-England Palladium,,49 hhds. first quality tobacco; 40 bales Georgia upland cotton,,,,,,,,,,,,,,,,
Arrival,Boston,brig,,Shepherdess,,Swift,,1803,7.0,21.0,Charleston,Boston,,10.0,,,,New-England Palladium,,"400 logs red bay wood, suitable for cabinet markets",,,,,,,,,,,,,,,,
Arrival,Boston,schooner,,Polly,,Bunse,,1803,7.0,21.0,Newbern,Boston,,,,,,New-England Palladium,,7160 bbls. staves; 4045 hhd. Staves; 1835 heading; 100 bbls. tar; 35 bbls. turpentine,,,,,,,,,,,,,,,,
Arrival,Boston,coaster,,New Forge,,Pratt,,1803,7.0,21.0,New York,Boston,,,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,Boston,coaster,,Adamant,,Truant,,1803,7.0,21.0,New York,Boston,,,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Departure,Boston,ship,,Mary Ann,,McNight,,1803,7.0,21.0,Boston,Havana,,,,,,New-England Palladium,no specific date of departure,,,,,,,,,,,,,,,,,
Departure,Boston,brig,,Francis Eliza,,Sprague,,1803,7.0,21.0,Boston,Cape Francoise,,,,,,New-England Palladium,no specific date of departure,,,,,,,,,,,,,,,,,
Departure,Boston,schooner,,William,,Woodbury,,1803,7.0,21.0,Boston,West-Indies,,,,,,New-England Palladium,no specific date of departure,,,,,,,,,,,,,,,,,
Departure,Boston,schooner,,Joanna,,Sliness,,1803,7.0,21.0,Boston,West-Indies,,,,,,New-England Palladium,no specific date of departure,,,,,,,,,,,,,,,,,
Departure,Boston,ship,,Diana,,Noble,,1803,7.0,21.0,Boston,Liverpool,,,,,,New-England Palladium,no specific date of departure,,,,,,,,,,,,,,,,,
Departure,Boston,schooner,,Eliza,,Harding,,1803,7.0,21.0,Boston,Demerara,,,,,,New-England Palladium,no specific date of departure,,,,,,,,,,,,,,,,,
Arrival,New London,brig,,Fanny,,Porter,,1803,7.0,20.0,Portland,New London,,,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,New York,,,Columbia,,Tresry,,1803,7.0,18.0,Lisbon,New York,,,Baltimore,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,New York,,,Phebe,,Benson,,1803,7.0,18.0,Martinique,New York,,15.0,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,New York,,,Unity,,Lambert,,1803,7.0,18.0,New Orleans,New York,,28.0,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,New York,,,Dove,,Phelam,,1803,7.0,19.0,St. Johns,New York,,,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,Philadelphia,,,Henry,,Affleck,,1803,7.0,18.0,Jamaica,Philadelphia,,,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,Philadelphia,,,Fair American,,Decosta,,1803,7.0,18.0,St. Croix,Philadelphia,,,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Departure,Philadelphia,,,Thomas,,Jones,,1803,7.0,18.0,Philadelphia,Bourdeaux,,,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Departure,Philadelphia,,,Cyrus,,Daggett,,1803,7.0,18.0,Philadelphia,Boston,,,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Departure,Philadelphia,,,Eliza,,Norton,,1803,7.0,18.0,Philadelphia,Boston,,,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Departure,Wilmington,brig,,Annenovin,,Hudsou,,1803,7.0,5.0,Wilmington,West-Indies,,,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Departure,Wilmington,,,Olive Branch,,Pedrick,,1803,7.0,5.0,Wilmington,Trinidad,,,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Departure,Wilmington,,,Fair American,,Oliver,,1803,7.0,5.0,Wilmington,Cape Francoise,,,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Departure,Wilmington,,,Caty,,Allen,,1803,7.0,5.0,Wilmington,Cape Francoise,,,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,Charleston,schooner,,Georgetown,,Millet,,1803,7.0,11.0,Trinidad,Charleston,,,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,Charleston,schooner,,Samuel Treadwell,,Parney,,1803,7.0,11.0,Madeira,Charleston,,,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,Charleston,schooner,,Union Tyler,,Tyler,,1803,7.0,11.0,St. Thomas,Charleston,,,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,Charleston,,,Mary,,Seabury,,1803,7.0,11.0,Greenock,Charleston,,,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,Charleston,schooner,,Brewster,,Brewster,,1803,7.0,11.0,Cape Francoise,Charleston,,,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,Boston,brig,,Polly,,Appleton,,1803,7.0,23.0,Cape Francoise,Boston,,,,,,New-England Palladium,,mahogany,,,,,,,,,,,,,,,,
Arrival,Boston,schooner,,Orange,,Hobbs,,1803,7.0,23.0,Windsor,Boston,,,,,,New-England Palladium,,plaister,,,,,,,,,,,,,,,,
Arrival,Boston,brig,,Cyrus,,Daggett,,1803,7.0,25.0,Philadelphia,Boston,,8.0,,,,New-England Palladium,,2500 bushels yellow corn; 400 barrels superfine and fine flour; 100 half bbls superfine and fine flour; a few kegs rusks; buckwheat meal; 1500 rabbit skins; Philadelphia bar iron,,,,,,,,,,,,,,,,
Arrival,Boston,coaster,,Nancy,,Elwell,,1803,7.0,25.0,Gloucester,Boston,,,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,Boston,coaster,,Betsey,,Porte[…],,1803,7.0,25.0,New London,Boston,,,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,Boston,coaster,,Active,,Lewis,,1803,7.0,25.0,Philadelphia,Boston,,,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,Boston,coaster,,Hancock,,Capen,,1803,7.0,25.0,New York,Boston,,,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,Boston,coaster,,Federal George,,Field,,1803,7.0,25.0,Baltimore,Boston,,,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,Boston,sloop,,Orange,,Crosby,,1803,7.0,25.0,New York,Boston,,,,,,New-England Palladium,,60 hhds. Martinico molasses; 1 hhd. and 8 bbls. first quality sugars; 100 bbls. tar; 25 bbls. turpentine; 12 bbls. pitch,,,,,,,,,,,,,,,,
Arrival,Boston,coaster,,George,,Worth,,1803,7.0,25.0,Baltimore,Boston,,,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,Plymouth,schooner,,Rover,,,,1803,7.0,12.0,Plymouth,Plymouth,,,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,Philadelphia,,,Sally,,Edwards,,1803,7.0,21.0,Jamaica,Philadelphia,,30.0,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Departure,Philadelphia,,,Eliza and Sarah,,Whitehead,,1803,7.0,21.0,Philadelphia,St. Thomas,,,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Departure,Philadelphia,,,Lydia,,Watson,,1803,7.0,21.0,Philadelphia,New Orleans,,,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Departure,Philadelphia,,,Thetis,,Geddes,,1803,7.0,21.0,Philadelphia,St. Thomas,,,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,Wilmington,,,Traveller,,Conn,,1803,7.0,19.0,Guadaloupe,Wilmington,,,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,Baltimore,,,Samuel,,West,,1803,7.0,20.0,Lisbon,Baltimore,,,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Departure,Baltimore,,,Anna,,Gill,,1803,7.0,20.0,Baltimore,Havana,,,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,New York,,,Nancy,,Frost,,1803,7.0,22.0,Havana,New York,,13.0,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Departure,New York,,,Chatham,,Chew,,1803,7.0,22.0,New York,Liverpool,,,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Departure,New York,,,Linnet,,Woodward,,1803,7.0,22.0,New York,Halifax,,,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Departure,Norfolk,,,Polly and Peggy,,Harding,,1803,7.0,14.0,Norfolk,Antigua,,,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Departure,Norfolk,,,Lively,,Hatch,,1803,7.0,14.0,Norfolk,Boston,,,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Departure,Norfolk,,,Experiment,,Newton,,1803,7.0,14.0,Norfolk,Boston,,,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Departure,Norfolk,,,Ulysses,,Ray,,1803,7.0,14.0,Norfolk,St. Thomas,,,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Departure,Norfolk,,,Eliza,,Smith,,1803,7.0,14.0,Norfolk,St. Thomas,,,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,Charleston,,,Wenscot,,Elliot,,1803,7.0,16.0,St. Thomas,Charleston,,15.0,,,,New-England Palladium,between 7.11 and 7.16,,,,,,,,,,,,,,,,,
Arrival,Charleston,,,Union,,Tyler,,1803,7.0,16.0,St. Thomas,Charleston,,10.0,,,,New-England Palladium,between 7.11 and 7.16,,,,,,,,,,,,,,,,,
Departure,Charleston,,,John and Frances,,Baas,,1803,7.0,16.0,Charleston,Bourdeaux,,,,,,New-England Palladium,between 7.11 and 7.16,,,,,,,,,,,,,,,,,
Departure,Charleston,,,Goodrich,,Mears,,1803,7.0,16.0,Charleston,Liverpool,,,,,,New-England Palladium,between 7.11 and 7.16,,,,,,,,,,,,,,,,,
Departure,Charleston,,,Mary,,Gotten,,1803,7.0,16.0,Charleston,St. Thomas,,,,,,New-England Palladium,between 7.11 and 7.16,,,,,,,,,,,,,,,,,
Arrival,Savannah,brig,,Dispatch,,Adams,,1803,7.0,6.0,Boston,Savannah,,,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,Boston,schooner,,Mary,,Huxford,,1803,7.0,26.0,Halifax,Boston,,6.0,,,,New-England Palladium,,fish,,,,,,,,,,,,,,,,
Arrival,Boston,,British,June Packet,,,,1803,7.0,26.0,Boston,Boston,,,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,Boston,schooner,,Sally and Lois,,Bain,,1803,7.0,26.0,Windsor,Boston,,8.0,,,,New-England Palladium,,plaister,,,,,,,,,,,,,,,,
Arrival,Boston,,,"Betsey of Bristol, Maine",,Fosset,,1803,7.0,27.0,Liverpool,Boston,,52.0,,,,New-England Palladium,,salt,,,,,,,,,,,,,,,,
Arrival,Boston,brig,,Henry,,Jones,,1803,7.0,27.0,St. Croix,Boston,,25.0,,,,New-England Palladium,via quarantine,rum,,,,,,,,,,,,,,,,
Arrival,Boston,ship,,Hampden,,Arnold,,1803,7.0,28.0,Rotterdam,Boston,,56.0,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,Boston,coaster,,President Packet,,Lincoln,,1803,7.0,28.0,New York,Boston,,,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,Boston,coaster,,Akerly,,Sturgis,,1803,7.0,28.0,Norfolk,Boston,,,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,Boston,coaster,,Betsey,,Curtis,,1803,7.0,28.0,Richmond,Boston,,,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,Boston,coaster,,Swallow,,Millet,,1803,7.0,28.0,Gloucester,Boston,,,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,Boston,coaster,,William,,Morrill,,1803,7.0,28.0,Portsmouth,Boston,,,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,Boston,coaster,,Lively,,Warner,,1803,7.0,28.0,Gloucester,Boston,,,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Departure,Boston,brig,,Mahala Windsor,,Bastman,,1803,7.0,28.0,Boston,Guadaloupe,,,,,,New-England Palladium,no specific date of departure,,,,,,,,,,,,,,,,,
Departure,Boston,schooner,,Joseph and Lois,,Bain,,1803,7.0,28.0,Boston,Windsor,,,,,,New-England Palladium,no specific date of departure,,,,,,,,,,,,,,,,,
Departure,Boston,schooner,,Mary,,Parry,,1803,7.0,28.0,Boston,Windsor,,,,,,New-England Palladium,no specific date of departure,,,,,,,,,,,,,,,,,
Departure,Boston,schooner,,Deborah,,Baker,,1803,7.0,28.0,Boston,Halifax,,,,,,New-England Palladium,no specific date of departure,,,,,,,,,,,,,,,,,
Departure,Boston,brig,,Salem,,Nickerson,,1803,7.0,28.0,Boston,Amsterdam,,,,,,New-England Palladium,no specific date of departure,,,,,,,,,,,,,,,,,
Arrival,New London,,,Lucy,,Shepherd,,1803,7.0,17.0,Madeira,New London,,30.0,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,New York,,,Aurora,,Matthews,,1803,7.0,16.0,Liverpool,New York,,22.0,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,New York,,,Jefferson,,Dean,,1803,7.0,16.0,Martinique,New York,,14.0,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,New York,,,Sincerity,,Rogers,,1803,7.0,16.0,St. Croix,New York,,14.0,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,New York,,,Liberty,,Dorgan,,1803,7.0,16.0,Barbadoes,New York,,21.0,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,New York,,,Daphne,,Howland,,1803,7.0,16.0,St. Croix,New York,,16.0,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Departure,New York,,,Abigail,,Williams,,1803,7.0,16.0,New York,Jamaica,,,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Departure,New York,,,Union,,Highbee,,1803,7.0,16.0,New York,Guadaloupe,,,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Departure,Philadelphia,,,Nancy,,Ship,,1803,7.0,25.0,Philadelphia,St. Thomas,,,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,Boston,schooner,,Two Brothers,,Clements,,1803,7.0,29.0,Windsor,Boston,,9.0,,,,New-England Palladium,,plaister,,,,,,,,,,,,,,,,
Arrival,Boston,brig,,Dolphin,,Trouant,,1803,7.0,30.0,Demerara,Boston,,29.0,,,,New-England Palladium,,rum; sugar,,,,,,,,,,,,,,,,
Arrival,Boston,sloop,,Sally,,McGray,,1803,7.0,31.0,Windsor,Boston,,12.0,,,,New-England Palladium,,plaister,,,,,,,,,,,,,,,,
Arrival,Boston,coaster,,Three Sisters,,Willies,,1803,8.0,1.0,New York,Boston,,,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,Boston,coaster,,Humbird,,Kiusman,,1803,8.0,1.0,Gloucester,Boston,,,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,Boston,sloop,,Eliza,,Dock,,1803,8.0,1.0,Wilmington,Boston,,,,,,New-England Palladium,,140 barrels middlings flour; 125 barrels rye flour; 60 barrels serape and superfine flour,,,,,,,,,,,,,,,,
Arrival,Boston,coaster,,King-Fisher,,Deland,,1803,8.0,1.0,Salem,Boston,,,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,Boston,coaster,,Cyntha,,Sayward,,1803,8.0,1.0,Gloucester,Boston,,,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,Boston,coaster,,Thetis,,Harris,,1803,8.0,1.0,New London,Boston,,,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,Boston,coaster,,Hero,,Sampson,,1803,8.0,1.0,New York,Boston,,,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,Boston,brig,,[…]nanimis,,Hills,,1803,8.0,1.0,Jamaica,Boston,,,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,Boston,schooner,,Ocean,,Buckman,,1803,8.0,1.0,West-Indies,Boston,,,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,Boston,schooner,,Harlequin,,Snow,,1803,8.0,1.0,Liverpool,Boston,,,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,Boston,sloop,,James,,French,,1803,8.0,1.0,Windsor,Boston,,,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,New Bedford,,,President,,,,1803,7.0,30.0,Lisbon,New Bedford,,,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,New York,,,Commerce,,Ogilvie,,1803,7.0,29.0,Lisbon,New York,,45.0,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,Philadelphia,,,Maria,,Calvert,,1803,7.0,28.0,Lisbon,Philadelphia,,32.0,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,Philadelphia,,,Independence,,Anderion,,1803,7.0,28.0,St. Thomas,Philadelphia,,14.0,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Departure,Philadelphia,,,Sally,,Thompson,,1803,7.0,28.0,Philadelphia,St. Thomas,,,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Departure,Philadelphia,,,Resolution,,Ramsde[…],,1803,7.0,28.0,Philadelphia,Bourdeaux,,,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,Baltimore,,,Elperanza,,Cerez,,1803,7.0,26.0,Havana,Baltimore,,,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Departure,Baltimore,,,Lucyana,,Johns,,1803,7.0,26.0,Baltimore,West-Indies,,,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Departure,Baltimore,,,Lady Clipper,,[…]orenson,,1803,7.0,26.0,Baltimore,West-Indies,,,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,Newbern,,,May Flower,,Brown,,1803,7.0,15.0,St. Croix,Newbern,,,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,Newbern,,,Clarissa,,Parsons,,1803,7.0,15.0,St. Thomas,Newbern,,,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Departure,Newbern,,,Betsey,,Cox,,1803,7.0,15.0,Newbern,Jamaica,,,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Departure,Newbern,,,Sally,,Carwell,,1803,7.0,15.0,Newbern,Barbadoes,,,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Departure,Newbern,,,Mary,,Torrans,,1803,7.0,15.0,Newbern,Barbadoes,,,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,Boston,schooner,,Hlbernia,,Denth,,1803,8.0,2.0,Windsor,Boston,,7.0,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,Liverpool,ship,,John Adams,,Wood,,1803,6.0,17.0,Boston,Liverpool,,,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,Liverpool,ship,,Columbine,,Ship,,1803,6.0,6.0,Boston,Liverpool,,,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,Boston,schooner,,Industry,,Cook,,1803,8.0,3.0,Windsor,Boston,,10.0,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
Arrival,Boston,schooner,,Juno,,Derby,,1803,8.0,4.0,Tobago,Boston,,27.0,,,,New-England Palladium,,,,,,,,,,,,,,,,,,
